iri,properties
https://data.gov.cz/zdroj/datová-sada/http---opendata.praha.eu-api-3-action-package_show-id-potencial-zelenych-strech,Q1525884,Q15614723,Q219416,Q22652,Q23210486,Q2637515,Q283,Q37560832,Q44718351,Q45279121,Q45477820,Q45636125,Q56877699
https://data.gov.cz/zdroj/datová-sada/http---vdb.czso.cz-pll-eweb-package_show-id-kz2016CZ0201,Q11126761,Q11126789,Q446749,Q470394,Q56413379,Q817145
https://data.gov.cz/zdroj/datová-sada/http---vdb.czso.cz-pll-eweb-package_show-id-ps2017CZ0321,Q18180196,Q21587658,Q986068
https://data.gov.cz/zdroj/datová-sada/http---data.ctu.cz-api-3-action-package_show-id-08981ed9-bcba-431c-b799-7933aabb2518,Q12805126,Q224312,Q2566311,Q28775762,Q30,Q3185738,Q32157809,Q920643
https://data.gov.cz/zdroj/datová-sada/http---vdb.czso.cz-pll-eweb-package_show-id-170241-17,Q118084,Q12045742,Q1487317,Q15989253,Q1983062,Q23856042,Q23874284,Q3117270,Q33829,Q404130,Q47574,Q47998080
https://data.gov.cz/zdroj/datová-sada/http---data.mfcr.cz-api-3-action-package_show-id-vyvoj-penzijniho-pripojisteni-doplnkoveho-penzijniho-sporeni,Q11863168,Q156223,Q340724
https://data.gov.cz/zdroj/datová-sada/3384831,Q177923,Q23854827
https://data.gov.cz/zdroj/datová-sada/http---opendata.mzp.cz-api-3-action-package_show-id-isoh-seznam-vyrobcu-elektrozarizeni-povinne-osoby,P176,Q6606110
https://data.gov.cz/zdroj/datová-sada/http---vdb.czso.cz-pll-eweb-package_show-id-ps2017CZ0207,Q11224780,Q11224810,Q1941188,Q20354469,Q27645279,Q3641715,Q44681128,Q45283090,Q45910976,Q46209278
https://data.gov.cz/zdroj/datová-sada/98478,P106,Q12737077,Q1914636,Q451967
https://data.gov.cz/zdroj/datová-sada/http---vdb.czso.cz-pll-eweb-package_show-id-050101,P1181,P2131,Q1038453,Q11398090,Q1196827,Q12777910,Q17165986,Q1796457,Q194112,Q23858472,Q2424752,Q30105076,Q30258621,Q355692,Q416385,Q43387183,Q44659618,Q45303748,Q45349761,Q5189153,Q536724,Q614112,Q82794,Q868257
https://data.gov.cz/zdroj/datová-sada/http---vdb.czso.cz-pll-eweb-package_show-id-kz2016CZ020C,Q17749885,Q985465
https://data.gov.cz/zdroj/datová-sada/http---vdb.czso.cz-pll-eweb-package_show-id-kz2016CZ0325,Q20519699,Q52219657,Q659
https://data.gov.cz/zdroj/datová-sada/http---data.mfcr.cz-api-3-action-package_show-id-statistika-z-oblasti-hazardnich-her,Q12030097,Q22978140,Q23860507,Q3782211
https://data.gov.cz/zdroj/datová-sada/http---vdb.czso.cz-pll-eweb-package_show-id-kz2016CZ0422,Q146356,Q1989836
